"Time (UTC)","Temperature Average 1 min (oC)","Humidity Average 1 min (%)","Wind Direction Prevailing 1 min (deg)","Wind Speed Average 1 min (m/s)","Solar Radiation Average 1 min (W/m2)","Pressure Average 1 min (mb)","Water Temperature Average 1 min (oC)","Wind Evaporation Average 1 min (m/s),"
05/02/2025 10:26,28.61,77.65,128.35,2.31,21.37,1005.20,30.67,1.16
05/02/2025 10:27,28.60,78.00,133.30,1.98,23.63,1005.15,30.60,0.94
05/02/2025 10:28,28.60,78.00,79.90,2.21,24.16,1005.12,30.60,1.21
05/02/2025 10:29,28.60,78.00,167.15,1.42,24.89,1005.12,30.60,1.20
05/02/2025 10:30,28.50,78.60,32.55,1.96,26.32,1005.14,30.54,1.27
05/02/2025 10:31,28.50,79.45,61.70,1.89,28.34,1005.16,30.50,0.67
05/02/2025 10:32,28.50,80.00,76.10,2.11,30.90,1005.10,30.47,1.03
05/02/2025 10:33,28.49,79.70,194.05,1.03,33.46,1005.10,30.40,0.97
05/02/2025 10:34,28.40,79.75,67.25,1.20,35.68,1005.10,30.43,0.44
05/02/2025 10:35,28.40,80.00,30.90,1.95,37.27,1005.10,30.40,0.81
05/02/2025 10:36,28.40,80.00,30.90,1.57,38.45,1005.11,30.45,0.96
05/02/2025 10:37,28.40,80.00,58.35,1.41,38.95,1005.20,30.50,0.68
05/02/2025 10:38,28.40,80.00,29.30,2.09,38.86,1005.23,30.45,0.94
05/02/2025 10:39,28.40,80.00,152.10,1.26,38.34,1005.30,30.40,0.70
05/02/2025 10:40,28.40,80.00,104.05,1.34,37.21,1005.30,30.40,0.88
05/02/2025 10:41,28.34,79.75,58.75,2.05,35.69,1005.30,30.40,0.91
05/02/2025 10:42,28.30,80.00,56.85,1.66,34.41,1005.38,30.40,1.00
05/02/2025 10:43,28.30,80.00,31.95,2.08,33.06,1005.40,30.40,0.79
05/02/2025 10:44,28.28,79.20,123.20,1.23,31.23,1005.40,30.35,0.91
05/02/2025 10:45,28.20,79.90,50.90,1.97,30.03,1005.40,30.30,1.02
05/02/2025 10:46,28.20,79.75,31.90,2.11,30.70,1005.40,30.30,1.29
05/02/2025 10:47,28.20,79.45,91.85,1.37,32.71,1005.40,30.30,0.73
05/02/2025 10:48,28.20,79.35,123.75,1.37,33.38,1005.40,30.30,0.89
05/02/2025 10:49,28.20,80.00,74.05,1.50,31.57,1005.40,30.27,0.77
05/02/2025 10:50,28.20,80.00,44.20,1.42,28.52,1005.40,30.20,0.86
05/02/2025 10:51,28.20,80.00,54.00,0.95,25.33,1005.40,30.20,1.00
05/02/2025 10:52,28.20,80.00,38.00,1.66,22.79,1005.48,30.20,0.86
05/02/2025 10:53,28.20,80.00,55.50,2.08,21.18,1005.50,30.14,0.92
05/02/2025 10:54,28.20,80.00,33.35,1.54,20.07,1005.50,30.10,0.61
05/02/2025 10:55,28.20,80.00,32.85,1.50,18.70,1005.50,30.10,0.93
05/02/2025 10:56,28.20,80.00,29.15,1.73,16.95,1005.50,30.10,0.83
05/02/2025 10:57,28.20,80.00,83.55,1.56,14.85,1005.50,30.10,0.19
05/02/2025 10:58,28.20,79.45,59.20,2.04,12.87,1005.50,30.09,0.04
05/02/2025 10:59,28.12,79.00,61.40,1.91,11.23,1005.60,30.00,0.00
05/02/2025 11:00,28.10,79.00,58.55,1.74,10.43,1005.60,29.97,0.57
05/02/2025 11:01,28.10,79.00,73.75,1.87,10.04,1005.60,29.99,0.70
05/02/2025 11:02,28.10,79.90,35.85,2.30,9.97,1005.60,30.00,0.99
05/02/2025 11:03,28.10,79.60,157.10,1.27,9.57,1005.60,29.93,0.85
05/02/2025 11:04,28.10,79.00,102.70,1.39,9.08,1005.60,29.90,0.78
05/02/2025 11:05,28.08,79.55,25.80,2.08,9.08,1005.60,29.90,1.09
05/02/2025 11:06,28.00,80.00,40.70,1.58,9.54,1005.60,29.90,1.00
05/02/2025 11:07,28.00,80.00,77.85,1.73,9.54,1005.60,29.90,0.85
05/02/2025 11:08,28.00,80.35,69.15,1.91,8.54,653.64,29.90,0.84
05/02/2025 11:09,28.00,81.00,58.30,1.59,7.48,0.00,29.82,0.76
05/02/2025 11:10,28.00,81.00,175.15,0.76,6.62,0.00,29.80,0.56
05/02/2025 11:11,28.00,81.00,40.10,1.20,5.41,0.00,29.80,0.54
05/02/2025 11:12,28.00,81.00,143.25,1.06,3.99,352.00,29.80,0.42
05/02/2025 11:13,28.00,81.00,132.89,0.89,2.98,952.77,29.80,0.18
05/02/2025 11:14,28.00,81.00,51.50,0.86,2.47,1005.70,29.74,0.00
05/02/2025 11:15,27.95,81.00,110.50,0.98,2.11,1005.70,29.73,0.00
05/02/2025 11:16,27.90,81.00,46.70,1.46,1.72,1005.73,29.74,0.00
05/02/2025 11:17,27.90,81.00,110.95,0.89,1.41,1005.80,29.70,0.00
05/02/2025 11:18,27.90,81.20,55.85,0.86,1.28,1005.80,29.70,0.03
05/02/2025 11:19,27.87,81.80,32.00,1.55,1.20,1005.80,29.70,0.45
05/02/2025 11:20,27.80,81.25,47.45,1.61,1.14,1005.80,29.70,1.06
05/02/2025 11:21,27.80,82.00,34.40,1.41,1.10,1005.81,29.70,0.57
05/02/2025 11:22,27.80,82.00,74.60,1.62,1.18,1005.90,29.64,0.92
05/02/2025 11:23,27.80,82.00,29.95,1.75,1.20,1005.90,29.61,0.98
05/02/2025 11:24,27.72,81.50,45.80,1.09,1.11,1005.97,29.60,0.62
05/02/2025 11:25,27.70,82.00,52.65,1.43,1.10,1006.00,29.60,0.75
05/02/2025 11:26,27.70,82.00,96.00,0.96,1.10,1006.00,29.60,0.73
05/02/2025 11:27,27.70,82.00,221.95,0.74,1.05,1006.00,29.59,0.43
05/02/2025 11:28,27.70,82.00,29.35,1.12,1.00,1006.01,29.50,0.50
05/02/2025 11:29,27.70,82.00,48.55,1.06,0.93,1006.10,29.50,0.61
05/02/2025 11:30,27.70,82.00,72.55,1.07,0.86,1006.10,29.50,0.38
05/02/2025 11:31,27.70,82.00,47.80,0.83,0.78,1006.10,29.50,0.51
05/02/2025 11:32,27.70,82.00,42.74,1.25,0.68,1006.10,29.50,0.55
05/02/2025 11:33,27.70,82.00,134.15,0.53,0.56,1006.10,29.50,0.06
05/02/2025 11:34,27.70,82.00,35.10,1.08,0.44,1006.17,29.50,0.09
05/02/2025 11:35,27.70,82.00,115.05,1.06,0.31,1006.20,29.41,0.32
05/02/2025 11:36,27.65,82.00,42.70,1.32,0.21,1006.20,29.40,0.59
05/02/2025 11:37,27.60,82.00,53.60,0.99,0.16,1006.20,29.40,0.40
05/02/2025 11:38,27.60,82.00,73.20,2.13,0.10,1006.20,29.40,0.83
05/02/2025 11:39,27.60,82.00,41.90,2.27,0.10,1006.29,29.40,0.81
05/02/2025 11:40,27.60,82.00,49.70,2.10,0.02,1006.30,29.40,1.00
05/02/2025 11:41,27.59,82.00,59.75,1.42,0.00,1006.30,29.31,0.93
05/02/2025 11:42,27.50,82.00,96.15,1.15,0.00,1006.30,29.30,1.04
05/02/2025 11:43,27.50,82.00,52.65,1.53,0.00,1006.30,29.30,0.64
05/02/2025 11:44,27.50,82.00,76.40,1.91,0.00,1006.30,29.26,0.82
05/02/2025 11:45,27.50,82.00,43.75,1.86,0.00,1006.25,29.30,0.78
05/02/2025 11:46,27.50,82.95,35.50,2.11,0.00,1006.24,29.29,1.10
05/02/2025 11:47,27.50,83.00,44.70,2.04,0.00,1006.30,29.28,0.87
05/02/2025 11:48,27.50,83.00,47.85,1.46,0.00,1006.30,29.26,0.76
05/02/2025 11:49,27.46,83.00,76.20,1.47,0.00,1006.30,29.23,0.85
05/02/2025 11:50,27.40,83.00,57.80,1.42,0.00,1006.30,29.20,0.82
05/02/2025 11:51,27.40,83.00,39.25,1.47,0.00,1006.30,29.16,1.13
05/02/2025 11:52,27.40,83.00,70.65,1.74,0.00,1006.30,29.16,0.90
05/02/2025 11:53,27.40,83.00,88.25,1.44,0.00,1006.30,29.10,1.00
05/02/2025 11:54,27.40,83.85,44.50,2.04,0.00,1006.30,29.10,0.62
05/02/2025 11:55,27.40,84.00,42.15,1.57,0.00,1006.30,29.11,0.71
05/02/2025 11:56,27.40,84.00,47.60,1.45,0.00,1006.30,29.12,0.70
05/02/2025 11:57,27.40,84.00,124.00,1.00,0.00,1006.30,29.10,0.21
05/02/2025 11:58,27.40,84.00,36.70,1.67,0.00,1006.30,29.10,0.70
05/02/2025 11:59,27.37,84.00,55.53,2.34,0.00,1006.30,29.01,0.82
05/02/2025 12:00,27.30,84.00,115.80,1.13,0.00,1006.30,29.06,0.44
05/02/2025 12:01,27.30,84.00,55.10,1.39,0.00,1006.30,29.10,0.00
05/02/2025 12:02,27.30,84.00,48.70,1.37,0.00,1006.30,29.04,0.07
05/02/2025 12:03,27.30,84.00,36.60,1.59,0.00,1006.30,29.05,0.00
05/02/2025 12:04,27.30,84.00,47.00,1.98,0.00,1006.30,29.00,0.39
05/02/2025 12:05,27.30,84.00,37.85,1.88,0.00,1006.30,29.00,0.92
05/02/2025 12:06,27.30,84.00,71.15,1.70,0.00,1006.31,28.95,0.93
05/02/2025 12:07,27.30,84.00,84.50,1.43,0.00,1006.30,28.90,0.67
05/02/2025 12:08,27.30,84.00,59.35,1.09,0.00,1006.34,28.90,0.49
05/02/2025 12:09,27.30,84.00,42.20,0.94,0.00,1006.40,28.90,0.76
05/02/2025 12:10,27.30,84.00,41.40,1.98,0.00,1006.40,28.90,0.64
05/02/2025 12:11,27.30,84.00,44.05,2.00,0.00,1006.40,28.90,1.21
05/02/2025 12:12,27.30,84.00,88.35,1.02,0.00,1006.40,28.90,0.29
05/02/2025 12:13,27.30,84.00,66.75,1.07,0.00,1006.49,28.90,0.00
05/02/2025 12:14,27.30,84.00,56.55,1.50,0.00,1006.50,28.86,0.00
05/02/2025 12:15,27.30,84.00,39.60,2.29,0.00,201.30,28.80,0.29
05/02/2025 12:16,27.30,84.00,61.65,1.50,0.00,0.00,28.80,0.24
05/02/2025 12:17,27.30,84.00,136.15,1.08,0.00,0.00,28.80,0.99
05/02/2025 12:18,27.30,84.00,51.95,1.65,0.00,0.00,28.80,0.87
05/02/2025 12:19,27.30,84.00,55.15,1.39,0.00,301.95,28.80,0.56
05/02/2025 12:20,27.30,84.00,65.75,2.54,0.00,1006.50,28.80,0.00
05/02/2025 12:21,27.30,84.00,76.10,1.59,0.00,1006.50,28.71,0.14
05/02/2025 12:22,27.30,84.70,75.90,1.77,0.00,1006.50,28.70,0.50
05/02/2025 12:23,27.27,84.35,70.75,2.46,0.00,1006.50,28.70,1.59
05/02/2025 12:24,27.20,84.00,98.05,1.85,0.00,1006.50,28.70,0.96
05/02/2025 12:25,27.20,84.30,84.55,2.30,0.00,1006.50,28.70,0.83
05/02/2025 12:26,27.20,84.35,116.45,1.68,0.00,1006.50,28.70,0.71
05/02/2025 12:27,27.20,84.00,101.35,2.09,0.00,1006.52,28.65,1.27
05/02/2025 12:28,27.20,84.50,39.80,2.46,0.00,1006.60,28.69,1.15
05/02/2025 12:29,27.20,84.00,120.35,2.31,0.00,1006.64,28.69,1.68
05/02/2025 12:30,27.15,84.25,119.40,1.84,0.00,1006.70,28.63,1.55
05/02/2025 12:31,27.10,85.00,93.85,2.51,0.00,1006.71,28.63,2.05
05/02/2025 12:32,27.10,85.00,28.40,3.14,0.00,1006.78,28.60,1.93
05/02/2025 12:33,27.10,84.70,91.40,3.98,0.00,1006.80,28.60,2.34
05/02/2025 12:34,27.02,84.90,68.95,4.12,0.00,1006.83,28.60,2.54
05/02/2025 12:35,27.00,85.00,148.45,3.56,0.00,1006.81,28.60,2.06
05/02/2025 12:36,26.93,85.60,49.60,2.48,0.00,1006.80,28.53,1.91
05/02/2025 12:37,26.90,86.00,45.00,2.84,0.00,1006.80,28.50,1.39
05/02/2025 12:38,26.90,86.00,63.75,2.55,0.00,1006.80,28.50,1.07
05/02/2025 12:39,26.82,86.00,59.75,3.01,0.00,1006.80,28.50,1.53
05/02/2025 12:40,26.80,86.60,77.45,3.05,0.00,1006.80,28.45,1.65
05/02/2025 12:41,26.77,87.00,147.60,2.57,0.00,1006.80,28.40,1.57
05/02/2025 12:42,26.70,87.00,92.05,1.76,0.00,1006.80,28.40,0.71
05/02/2025 12:43,26.70,87.00,72.25,1.81,0.00,1006.85,28.40,1.01
05/02/2025 12:44,26.70,87.20,110.80,1.47,0.00,1006.90,28.40,1.17
05/02/2025 12:45,26.70,88.00,29.70,3.39,0.00,1006.90,28.40,1.83
05/02/2025 12:46,26.60,88.05,117.30,1.04,0.00,1006.93,28.40,1.03
05/02/2025 12:47,26.57,89.00,58.70,2.03,0.00,1007.00,28.30,0.71
05/02/2025 12:48,26.50,89.00,103.90,1.28,0.00,1007.00,28.30,0.77
05/02/2025 12:49,26.50,89.00,68.20,1.77,0.00,1007.00,28.30,0.29
05/02/2025 12:50,26.50,89.00,89.00,1.76,0.00,1007.05,28.30,0.67
05/02/2025 12:51,26.50,89.85,31.45,2.05,0.00,1007.10,28.24,0.91
05/02/2025 12:52,26.43,90.00,37.20,1.50,0.00,1007.10,28.20,0.81
05/02/2025 12:53,26.40,90.00,84.35,1.74,0.00,1007.06,28.20,0.44
05/02/2025 12:54,26.40,90.00,72.20,1.35,0.00,1007.03,28.20,0.87
05/02/2025 12:55,26.40,90.00,55.60,1.63,0.00,1007.05,28.20,0.86
05/02/2025 12:56,26.36,90.00,64.75,0.89,0.00,1007.04,28.18,0.39
05/02/2025 12:57,26.30,90.00,225.15,1.01,0.00,1007.10,28.17,0.11
05/02/2025 12:58,26.30,90.00,61.60,2.41,0.00,1007.10,28.10,0.97
05/02/2025 12:59,26.30,90.00,133.50,1.51,0.00,1007.10,28.10,1.19
05/02/2025 13:00,26.27,90.00,54.70,2.46,0.00,1007.05,28.10,1.28
05/02/2025 13:01,26.20,90.50,70.85,2.51,0.00,1007.00,28.10,1.62
05/02/2025 13:02,26.18,90.80,59.45,1.78,0.00,1007.00,28.00,1.07
05/02/2025 13:03,26.10,91.00,71.45,2.06,0.00,1007.00,28.00,1.12
05/02/2025 13:04,26.10,91.00,65.25,1.66,0.00,1007.08,28.00,0.70
05/02/2025 13:05,26.09,91.00,63.90,1.86,0.00,1007.10,28.00,0.86
05/02/2025 13:06,26.00,91.00,54.40,2.29,0.00,1007.10,28.00,1.19
05/02/2025 13:07,25.92,91.90,53.20,1.56,0.00,1007.17,28.00,1.09
05/02/2025 13:08,25.90,92.00,134.50,1.20,0.00,1007.20,27.99,0.84
05/02/2025 13:09,25.90,92.00,70.00,1.41,0.00,1007.20,27.90,0.80
05/02/2025 13:10,25.80,92.00,70.15,1.25,0.00,1007.20,27.95,0.52
05/02/2025 13:11,25.80,92.90,68.25,1.47,0.00,1007.20,27.93,0.83
05/02/2025 13:12,25.80,92.15,117.30,1.33,0.00,1007.20,27.90,0.54
05/02/2025 13:13,25.80,92.35,81.60,1.45,0.00,1007.20,27.90,0.43
05/02/2025 13:14,25.80,93.00,134.50,1.75,0.00,1007.20,27.90,0.94
05/02/2025 13:15,25.80,93.00,73.70,1.73,0.00,1007.20,27.90,0.97
05/02/2025 13:16,25.80,93.00,113.75,1.06,0.00,1007.20,27.90,0.75
05/02/2025 13:17,25.80,93.00,49.45,1.56,0.00,1007.20,27.80,0.83
05/02/2025 13:18,25.71,93.00,54.70,2.00,0.00,1007.20,27.80,0.97
05/02/2025 13:19,25.70,93.00,61.45,1.30,0.00,1007.20,27.81,0.92
05/02/2025 13:20,25.70,93.00,95.45,1.14,0.00,1007.24,27.80,0.50
05/02/2025 13:21,25.70,93.00,81.35,0.95,0.00,1007.30,27.80,0.69
05/02/2025 13:22,25.70,93.00,101.75,0.72,0.00,856.20,27.80,0.36
05/02/2025 13:23,25.64,93.00,95.35,0.89,0.00,0.00,27.80,0.57
05/02/2025 13:24,25.65,93.00,162.25,1.07,0.00,0.00,27.73,0.13
05/02/2025 13:25,25.68,93.50,69.80,0.92,0.00,0.00,27.70,0.38
05/02/2025 13:26,25.60,94.00,50.60,0.91,0.00,402.96,27.70,0.68
05/02/2025 13:27,25.60,94.00,69.15,0.83,0.00,957.08,27.70,0.57
05/02/2025 13:28,25.60,94.00,60.65,1.03,0.00,1007.50,27.70,0.16
05/02/2025 13:29,25.65,94.00,49.10,0.98,0.00,1007.50,27.70,0.12
05/02/2025 13:30,25.60,94.00,65.25,1.28,0.00,1007.50,27.70,0.26
05/02/2025 13:31,25.60,94.00,50.30,1.08,0.00,1007.50,27.70,0.52
05/02/2025 13:32,25.60,94.00,52.05,1.13,0.00,1007.50,27.69,0.74
05/02/2025 13:33,25.60,94.00,139.40,1.22,0.00,1007.50,27.68,0.34
05/02/2025 13:34,25.60,94.00,31.25,1.36,0.00,1007.59,27.70,0.59
05/02/2025 13:35,25.60,94.00,30.45,1.43,0.00,1007.60,27.70,0.61
05/02/2025 13:36,25.60,94.00,108.90,1.03,0.00,1007.60,27.64,0.68
05/02/2025 13:37,25.60,94.00,91.30,1.48,0.00,1007.60,27.60,0.93
05/02/2025 13:38,25.60,94.00,46.60,1.08,0.00,1007.60,27.60,0.72
05/02/2025 13:39,25.60,94.00,38.30,0.95,0.00,1007.66,27.60,0.71
05/02/2025 13:40,25.60,94.00,44.40,0.99,0.00,1007.70,27.60,0.08
05/02/2025 13:41,25.60,94.00,42.00,1.18,0.00,1007.70,27.57,0.33
05/02/2025 13:42,25.60,94.00,39.75,1.00,0.00,1007.70,27.60,0.78
05/02/2025 13:43,25.52,94.00,49.60,0.97,0.00,1007.67,27.60,0.63
05/02/2025 13:44,25.50,94.00,66.25,1.24,0.00,1007.60,27.60,0.70
05/02/2025 13:45,25.50,94.00,35.50,1.16,0.00,1007.60,27.60,0.83
05/02/2025 13:46,25.50,94.65,68.00,1.21,0.00,1007.60,27.50,0.56
05/02/2025 13:47,25.50,95.00,28.10,1.58,0.00,1007.60,27.50,0.90
05/02/2025 13:48,25.50,95.00,74.85,0.92,0.00,1007.60,27.50,0.55
05/02/2025 13:49,25.50,95.00,40.95,1.51,0.00,1007.60,27.50,0.75
05/02/2025 13:50,25.50,95.00,32.05,1.64,0.00,1007.60,27.50,1.05
05/02/2025 13:51,25.50,95.00,93.65,0.63,0.00,1007.60,27.50,0.34
05/02/2025 13:52,25.50,95.00,123.85,1.33,0.00,1007.60,27.50,0.80
05/02/2025 13:53,25.50,95.00,101.40,0.99,0.00,1007.60,27.50,0.28
05/02/2025 13:54,25.50,95.00,148.65,0.49,0.00,1007.60,27.50,0.35
05/02/2025 13:55,25.50,95.00,89.05,1.05,0.00,1007.60,27.42,0.86
05/02/2025 13:56,25.50,95.00,147.20,0.84,0.00,1007.60,27.40,0.47
05/02/2025 13:57,25.50,95.00,182.40,1.07,0.00,1007.63,27.40,0.51
05/02/2025 13:58,25.50,95.00,116.65,1.39,0.00,1007.70,27.40,1.15
05/02/2025 13:59,25.50,95.00,211.35,1.56,0.00,1007.70,27.40,1.08
05/02/2025 14:00,25.50,95.00,150.10,1.23,0.00,1007.70,27.40,1.06
05/02/2025 14:01,25.50,95.00,196.90,1.48,0.00,1007.78,27.38,1.20
05/02/2025 14:02,25.50,95.00,181.10,1.62,0.00,1007.80,27.40,0.96
05/02/2025 14:03,25.50,95.00,241.20,1.15,0.00,1007.80,27.40,0.97
05/02/2025 14:04,25.50,95.00,230.30,0.86,0.00,1007.80,27.40,0.93
05/02/2025 14:05,25.50,95.00,186.50,1.33,0.00,1007.80,27.30,1.12
05/02/2025 14:06,25.50,95.00,118.75,1.85,0.00,1007.80,27.30,1.35
05/02/2025 14:07,25.50,95.00,190.00,0.88,0.00,1007.80,27.30,0.76
05/02/2025 14:08,25.50,95.00,156.10,1.23,0.00,1007.80,27.30,0.96
05/02/2025 14:09,25.50,95.00,131.85,1.09,0.00,1007.80,27.30,0.97
05/02/2025 14:10,25.50,95.00,213.80,1.02,0.00,1007.90,27.30,1.18
05/02/2025 14:11,25.50,95.00,225.30,0.91,0.00,1007.90,27.30,1.01
05/02/2025 14:12,25.50,95.00,110.75,1.58,0.00,1007.97,27.30,1.36
05/02/2025 14:13,25.50,95.85,227.45,1.19,0.00,1008.00,27.30,0.72
05/02/2025 14:14,25.50,96.00,217.90,1.51,0.00,1008.00,27.30,0.78
05/02/2025 14:15,25.50,95.80,232.05,1.33,0.00,1008.00,27.24,0.92
05/02/2025 14:16,25.46,95.00,275.90,1.37,0.00,1008.01,27.20,0.96
05/02/2025 14:17,25.40,95.00,227.65,2.00,0.00,1008.10,27.20,1.13
05/02/2025 14:18,25.40,95.00,302.00,1.46,0.00,1008.10,27.20,1.03
05/02/2025 14:19,25.40,95.00,325.50,1.72,0.00,1008.10,27.20,1.15
05/02/2025 14:20,25.40,95.00,331.15,1.68,0.00,1008.12,27.20,0.82
05/02/2025 14:21,25.40,95.00,332.40,1.50,0.00,1008.20,27.20,0.78
05/02/2025 14:22,25.40,95.00,328.70,1.97,0.00,1008.20,27.20,0.78
05/02/2025 14:23,25.40,95.00,336.95,2.11,0.00,1008.20,27.18,0.98
05/02/2025 14:24,25.40,95.00,325.75,1.98,0.00,1008.20,27.10,1.08
05/02/2025 14:25,25.40,95.00,316.45,1.79,0.00,1008.29,27.10,1.06
05/02/2025 14:26,25.40,95.00,327.40,2.15,0.00,1008.30,27.10,1.06
05/02/2025 14:27,25.40,95.00,330.00,2.17,0.00,1008.30,27.10,1.14
05/02/2025 14:28,25.40,95.20,328.45,1.86,0.00,1008.30,27.10,1.05
05/02/2025 14:29,25.40,96.00,327.35,1.65,0.00,705.81,27.10,0.94
05/02/2025 14:30,25.40,96.00,322.70,1.94,0.00,0.00,27.10,0.90
05/02/2025 14:31,25.40,96.00,328.20,1.67,0.00,0.00,27.09,1.02
05/02/2025 14:32,25.40,96.00,309.35,1.72,0.00,554.56,27.01,0.57
05/02/2025 14:33,25.40,96.00,331.95,1.78,0.00,1008.30,27.00,0.97
05/02/2025 14:34,25.40,96.00,330.50,1.31,0.00,1008.30,27.00,0.85
05/02/2025 14:35,25.40,96.00,318.85,1.06,0.00,1008.30,27.00,0.60
05/02/2025 14:36,25.40,96.00,267.55,1.07,0.00,1008.30,27.00,0.76
05/02/2025 14:37,25.40,96.00,335.15,1.41,0.00,1008.30,27.00,0.69
05/02/2025 14:38,25.40,96.00,316.70,1.12,0.00,1008.30,27.00,0.65
05/02/2025 14:39,25.40,96.00,320.55,1.33,0.00,1008.30,27.00,0.67
05/02/2025 14:40,25.40,96.00,276.15,1.34,0.00,1008.31,27.00,0.69
05/02/2025 14:41,25.40,95.00,309.05,1.53,0.00,1008.40,27.00,0.72
05/02/2025 14:42,25.40,95.00,316.80,1.68,0.00,1008.42,27.00,0.83
05/02/2025 14:43,25.40,95.00,325.52,2.01,0.00,1008.50,27.00,0.86
05/02/2025 14:44,25.40,95.00,309.45,2.09,0.00,1008.50,26.94,0.98
05/02/2025 14:45,25.40,95.00,305.70,1.96,0.00,1008.53,26.90,0.83
05/02/2025 14:46,25.40,95.00,308.20,2.22,0.00,1008.60,26.90,0.63
05/02/2025 14:47,25.40,95.00,311.15,2.19,0.00,1008.60,26.90,0.91
05/02/2025 14:48,25.40,95.00,311.20,1.94,0.00,1008.60,26.88,0.74
05/02/2025 14:49,25.40,95.00,313.75,1.86,0.00,1008.60,26.82,0.68
05/02/2025 14:50,25.34,95.00,317.55,1.71,0.00,1008.60,26.90,0.61
05/02/2025 14:51,25.33,95.00,318.30,1.59,0.00,1008.60,26.90,0.59
05/02/2025 14:52,25.30,95.00,325.95,2.19,0.00,1008.61,26.89,0.98
05/02/2025 14:53,25.30,94.30,322.40,2.10,0.00,1008.70,26.81,1.01
05/02/2025 14:54,25.30,94.00,326.00,2.12,0.00,1008.70,26.80,0.90
05/02/2025 14:55,25.30,94.00,321.85,1.67,0.00,1008.70,26.80,0.57
05/02/2025 14:56,25.30,94.00,320.10,1.54,0.00,1008.72,26.80,0.62
05/02/2025 14:57,25.30,94.00,320.25,1.74,0.00,1008.80,26.80,0.60
05/02/2025 14:58,25.30,94.00,316.20,1.32,0.00,1008.80,26.80,0.62
05/02/2025 14:59,25.30,94.00,310.70,1.60,0.00,1008.80,26.80,0.44
05/02/2025 15:00,25.30,94.00,313.00,1.80,0.00,1008.83,26.80,0.69
05/02/2025 15:01,25.30,94.00,318.40,1.73,0.00,1008.90,26.80,0.60
05/02/2025 15:02,25.30,94.00,319.15,1.63,0.00,1008.90,26.80,0.71
05/02/2025 15:03,25.30,94.35,321.70,1.30,0.00,1008.90,26.80,0.55
05/02/2025 15:04,25.30,95.00,321.95,1.46,0.00,1008.90,26.79,0.75
05/02/2025 15:05,25.30,95.00,317.25,1.44,0.00,1008.98,26.71,0.74
05/02/2025 15:06,25.30,95.00,315.30,1.49,0.00,1009.00,26.70,0.84
05/02/2025 15:07,25.30,95.00,311.95,1.34,0.00,1009.00,26.70,0.55
05/02/2025 15:08,25.30,95.00,311.75,1.47,0.00,1009.00,26.70,0.55
05/02/2025 15:09,25.30,95.00,306.50,1.27,0.00,1009.00,26.70,0.47
05/02/2025 15:10,25.30,95.00,302.55,1.50,0.00,1009.00,26.70,0.33
05/02/2025 15:11,25.30,95.00,298.70,1.46,0.00,1009.00,26.70,0.08
05/02/2025 15:12,25.30,95.00,293.35,2.01,0.00,1009.00,26.70,0.55
05/02/2025 15:13,25.30,95.00,297.45,2.05,0.00,1009.00,26.70,0.84
05/02/2025 15:14,25.30,95.00,298.55,1.83,0.00,1009.00,26.70,0.68
05/02/2025 15:15,25.30,95.00,293.45,1.90,0.00,1009.00,26.70,0.78
05/02/2025 15:16,25.30,95.00,293.55,1.78,0.00,1009.00,26.68,0.70
05/02/2025 15:17,25.30,95.00,286.95,1.89,0.00,1009.00,26.60,0.70
05/02/2025 15:18,25.30,95.00,288.25,1.76,0.00,1009.05,26.60,0.02
05/02/2025 15:19,25.30,95.05,288.45,1.94,0.00,1009.10,26.60,0.60
05/02/2025 15:20,25.30,96.00,282.60,1.94,0.00,1009.06,26.60,0.74
05/02/2025 15:21,25.30,96.00,278.85,1.90,0.00,1009.02,26.60,0.75
05/02/2025 15:22,25.30,96.00,278.60,1.98,0.00,1009.09,26.60,0.60
05/02/2025 15:23,25.30,96.00,280.60,1.99,0.00,1009.10,26.60,0.65
05/02/2025 15:24,25.30,96.00,280.90,1.76,0.00,1009.10,26.60,0.64
05/02/2025 15:25,25.30,96.00,279.80,2.10,0.00,1009.10,26.60,0.64
05/02/2025 15:26,25.30,96.00,283.80,2.14,0.00,1009.10,26.60,0.77
05/02/2025 15:27,25.30,96.00,283.50,2.18,0.00,1009.10,26.58,0.78
05/02/2025 15:28,25.30,96.00,284.85,2.34,0.00,1009.10,26.50,0.83
05/02/2025 15:29,25.30,96.00,287.35,2.18,0.00,1009.10,26.50,0.75
05/02/2025 15:30,25.30,96.00,284.95,2.08,0.00,1009.18,26.50,1.03
05/02/2025 15:31,25.30,96.00,287.15,2.13,0.00,1009.20,26.50,0.64
05/02/2025 15:32,25.30,96.00,288.40,2.14,0.00,1009.20,26.50,0.81
05/02/2025 15:33,25.30,95.55,288.65,1.91,0.00,1009.20,26.50,0.50
05/02/2025 15:34,25.30,95.00,291.50,2.26,0.00,1009.13,26.50,0.89
05/02/2025 15:35,25.30,95.00,288.85,2.22,0.00,1009.10,26.50,0.82
05/02/2025 15:36,25.30,95.00,293.25,2.06,0.00,555.01,26.50,0.58
05/02/2025 15:37,25.30,95.00,294.05,2.02,0.00,0.00,26.50,0.42
05/02/2025 15:38,25.24,95.00,304.90,2.07,0.00,0.00,26.50,0.64
05/02/2025 15:39,25.20,95.00,303.75,2.27,0.00,0.00,26.50,0.91
05/02/2025 15:40,25.20,95.00,309.10,2.08,0.00,807.28,26.42,0.96
